date,aqi,value
2006-09-26,47,8.5
2006-10-02,53,10.0
2006-10-08,39,7.0
2006-10-14,66,17.0
2006-10-20,22,4.0
2006-11-01,58,12.7
2006-11-07,19,3.4
2006-11-13,18,3.2
2006-11-19,20,3.6
2006-11-25,22,4.0
2006-12-01,62,14.9
2006-12-07,98,34.5
2006-12-13,18,3.3
2006-12-25,23,4.1
2006-12-31,60,14.1
2007-01-06,17,3.1
2007-01-12,24,4.3
2007-01-18,37,6.7
2007-01-24,44,7.9
2007-01-30,61,14.6
2007-02-05,61,14.4
2007-02-11,27,4.9
2007-02-17,17,3.0
2007-02-23,15,2.7
2007-03-01,14,2.6
2007-03-07,16,2.9
2007-03-19,29,5.2
2007-03-25,19,3.5
2007-03-31,35,6.3
2007-04-06,41,7.3
2007-04-12,10,1.8
2007-04-18,19,3.5
2007-04-24,28,5.0
2007-04-30,36,6.5
2007-05-06,18,3.2
2007-05-12,37,6.7
2007-05-18,43,7.8
2007-05-30,33,6.0
2007-08-04,44,8.0
2007-08-10,33,5.9
2007-08-22,22,4.0
2007-08-28,24,4.3
2007-09-09,51,9.3
2007-09-15,65,16.8
2007-09-21,36,6.5
2007-09-29,14,2.5
2007-10-03,19,3.5
2007-10-09,14,2.6
2007-10-15,37,6.6
2007-10-21,16,2.8
2007-10-27,60,13.9
2007-11-02,66,17.3
2007-11-08,73,20.9
2007-11-14,28,5.0
2007-11-20,23,4.2
2007-11-26,65,16.8
2007-12-08,23,4.1
2008-01-07,23,4.1
2008-01-13,48,8.6
2008-01-19,67,17.5
2008-01-25,89,29.4
2008-01-31,11,1.9
2008-02-06,38,6.9
2008-02-12,57,12.3
2008-02-24,55,11.0
2008-03-01,11,1.9
2008-03-07,40,7.2
2008-03-13,17,3.1
2008-03-19,34,6.1
2008-03-25,31,5.5
2008-03-31,18,3.3
2008-04-06,8,1.5
2008-04-12,43,7.8
2008-04-18,52,9.5
2008-04-24,15,2.7
2008-04-30,13,2.4
2008-05-06,35,6.3
2008-05-12,16,2.8
2008-05-18,42,7.6
2008-05-24,17,3.1
2008-05-30,20,3.6
2008-06-05,10,1.8
2008-06-11,10,1.8
2008-06-17,31,5.6
2008-06-23,24,4.3
2008-06-29,33,6.0
2008-07-05,43,7.8
2008-07-11,24,4.3
2008-07-17,52,9.8
2008-07-23,58,12.7
2008-07-29,60,13.9
2008-08-04,43,7.7
2008-08-10,37,6.6
2008-08-16,35,6.3
2008-08-22,34,6.1
2008-08-28,22,4.0
2008-09-03,32,5.8
2008-09-06,33,5.9
2008-09-09,39,7.1
2008-09-12,36,6.5
2008-09-15,45,8.1
2008-09-18,49,8.9
2008-09-21,53,10.0
2008-09-24,31,5.5
2008-09-27,53,10.2
2008-09-30,53,10.0
2008-10-03,21,3.7
2008-10-06,21,3.8
2008-10-09,22,4.0
2008-10-12,15,2.7
2008-10-15,49,8.8
2008-10-18,57,12.5
2008-10-21,16,2.9
2008-10-24,69,18.8
2008-10-27,65,16.7
2008-10-30,59,13.5
2008-11-02,12,2.1
2008-11-05,19,3.5
2008-11-08,65,16.4
2008-11-11,30,5.4
2008-11-14,36,6.4
2008-11-17,65,16.7
2008-11-20,53,10.2
2008-11-23,58,13.1
2008-11-26,88,29.0
2008-11-29,38,6.8
2008-12-02,33,6.0
2008-12-05,53,10.3
2008-12-08,47,8.5
2008-12-11,67,17.5
2008-12-14,14,2.5
2008-12-17,57,12.3
2008-12-20,52,9.6
2008-12-23,45,8.1
2008-12-26,44,8.0
2008-12-29,14,2.5
2009-01-01,30,5.4
2009-01-04,8,1.4
2009-01-07,32,5.8
2009-01-10,33,5.9
2009-01-13,58,12.9
2009-01-16,56,11.7
2009-01-19,54,10.6
2009-01-22,91,30.4
2009-01-25,29,5.2
