date,aqi,value
2015-01-03,30,5.4
2015-01-06,58,13.1
2015-01-09,33,6.0
2015-01-12,55,11.4
2015-01-15,55,11.2
2015-01-18,51,9.2
2015-01-21,34,6.2
2015-01-24,44,8.0
2015-01-27,61,14.2
2015-01-30,34,6.2
2015-02-02,46,8.3
2015-02-05,45,8.1
2015-02-08,41,7.3
2015-02-11,73,20.7
2015-02-14,66,17.2
2015-02-17,47,8.4
2015-02-20,55,11.3
2015-02-23,42,7.6
2015-02-26,46,8.2
2015-03-01,58,13.0
2015-03-04,32,5.7
2015-03-07,53,10.2
2015-03-10,30,5.4
2015-03-13,23,4.2
2015-03-16,52,9.6
2015-03-19,47,8.4
2015-03-22,17,3.1
2015-03-25,41,7.4
2015-03-31,44,8.0
2015-04-03,53,10.1
2015-04-06,51,9.3
2015-04-09,42,7.6
2015-04-12,51,9.2
2015-04-15,36,6.4
2015-04-18,40,7.2
2015-04-21,33,6.0
2015-04-24,55,11.3
2015-04-27,49,8.9
2015-04-30,55,11.1
2015-05-03,57,12.5
2015-05-06,52,9.6
2015-05-12,48,8.7
2015-05-15,47,8.4
2015-05-18,29,5.2
2015-05-24,54,10.6
2015-05-27,34,6.2
2015-06-05,56,12.0
2015-06-08,65,16.7
2015-06-11,51,9.3
2015-06-14,31,5.6
2015-06-17,61,14.3
2015-06-20,67,17.5
2015-06-23,80,24.5
2015-06-26,51,9.2
2015-06-29,53,10.4
2015-07-02,68,18.3
2015-07-05,28,5.0
2015-07-08,66,17.2
2015-07-11,58,12.7
2015-07-14,55,11.1
2015-07-17,47,8.4
2015-07-20,59,13.2
2015-07-23,60,14.0
2015-07-26,55,11.5
2015-07-29,62,14.9
2015-08-01,46,8.2
2015-08-04,60,14.1
2015-08-13,53,10.2
2015-08-16,44,7.9
2015-08-19,26,4.6
2015-08-22,36,6.5
2015-08-25,31,5.5
2015-08-28,58,12.7
2015-08-31,61,14.4
2015-09-03,62,15.2
2015-09-06,61,14.2
2015-09-09,54,10.9
2015-09-12,26,4.6
2015-09-15,50,9.0
2015-09-18,53,10.4
2015-09-21,38,6.9
2015-09-24,47,8.5
2015-09-27,48,8.7
2015-09-30,46,8.2
2015-10-03,28,5.0
2015-10-06,64,16.2
2015-10-09,58,13.1
2015-10-12,55,11.3
2015-10-15,55,11.4
2015-10-18,29,5.2
2015-10-21,52,9.9
2015-10-24,42,7.5
2015-10-27,20,3.6
2015-10-30,53,10.3
2015-11-02,22,4.0
2015-11-05,53,10.1
2015-11-08,29,5.2
2015-11-11,51,9.3
2015-11-14,29,5.2
2015-11-17,35,6.3
2015-11-20,31,5.5
2015-11-23,43,7.7
2015-11-26,39,7.0
2015-11-29,33,5.9
2015-12-02,29,5.2
2015-12-05,45,8.1
2015-12-08,65,16.8
2015-12-11,46,8.2
2015-12-14,26,4.6
2015-12-17,18,3.2
2015-12-20,44,7.9
2015-12-23,44,7.9
2015-12-26,40,7.2
2015-12-29,22,3.9
2016-01-01,42,7.5
2016-01-04,34,6.1
