date,aqi,value
1999-01-12,70,19.3
1999-01-18,41,7.3
1999-01-21,82,26.0
1999-01-24,61,14.3
1999-01-27,60,14.0
1999-01-30,53,10.3
1999-02-02,36,6.5
1999-02-05,70,19.4
1999-02-08,62,15.1
1999-02-11,44,7.9
1999-02-14,39,7.0
1999-02-20,79,23.9
1999-02-23,50,9.0
1999-02-26,65,16.4
1999-03-01,55,11.0
1999-03-04,54,10.7
1999-03-07,132,48.2
1999-03-09,59,13.6
1999-03-13,41,7.4
1999-03-16,10,1.8
1999-03-19,49,8.9
1999-03-22,51,9.3
1999-03-25,53,10.0
1999-03-28,63,15.6
1999-03-31,60,13.7
1999-04-03,70,19.2
1999-04-06,48,8.7
1999-04-09,61,14.5
1999-04-12,69,18.6
1999-04-15,68,18.4
1999-04-18,43,7.8
1999-04-21,59,13.2
1999-04-24,63,15.5
1999-04-27,53,10.3
1999-04-30,66,17.0
1999-05-06,35,6.3
1999-05-09,60,14.0
1999-05-12,29,5.3
1999-05-15,78,23.8
1999-05-18,40,7.2
1999-05-24,4,0.7
1999-05-27,43,7.8
1999-05-30,55,11.3
1999-06-02,33,6.0
1999-06-05,58,13.1
1999-06-08,77,23.0
1999-06-11,56,11.6
1999-06-14,55,11.5
1999-06-17,62,15.0
1999-06-20,84,27.0
1999-06-23,40,7.2
1999-06-26,39,7.1
1999-06-29,32,5.8
1999-07-02,58,12.7
1999-07-05,57,12.4
1999-07-08,13,2.4
1999-07-11,41,7.3
1999-07-14,58,12.8
1999-07-17,59,13.2
1999-07-23,42,7.5
1999-07-26,69,19.0
1999-07-29,55,11.0
1999-08-01,52,9.8
1999-08-04,70,19.1
1999-08-07,70,19.5
1999-08-10,56,12.0
1999-08-13,20,3.6
1999-08-16,61,14.5
1999-08-22,77,22.9
1999-08-25,51,9.3
1999-08-28,58,12.6
1999-08-31,98,34.2
1999-09-03,74,21.7
1999-09-06,60,13.9
1999-09-09,47,8.4
1999-09-15,39,7.0
1999-09-18,79,24.3
1999-09-21,38,6.8
1999-09-24,57,12.3
1999-09-30,51,9.3
1999-10-03,51,9.1
1999-10-06,57,12.2
1999-10-09,70,19.3
1999-10-12,64,16.2
1999-10-15,58,12.8
1999-10-18,49,8.9
1999-10-21,56,11.8
1999-10-24,33,6.0
1999-10-27,51,9.2
1999-10-30,21,3.8
1999-11-02,29,5.2
1999-11-05,55,11.1
1999-11-08,44,7.9
1999-11-11,51,9.3
1999-11-14,33,6.0
1999-11-17,59,13.4
1999-11-20,55,11.5
1999-11-23,52,9.8
1999-11-26,31,5.5
1999-11-29,38,6.8
1999-12-02,55,11.5
1999-12-05,52,9.9
1999-12-08,69,18.9
1999-12-11,68,18.2
1999-12-23,52,9.8
1999-12-26,39,7.0
1999-12-29,52,9.9
2000-01-01,55,11.5
2000-01-04,47,8.4
2000-01-07,58,12.9
2000-01-10,24,4.3
2000-01-13,48,8.6
2000-01-16,60,14.1
2000-01-19,61,14.3
2000-01-22,63,15.8
2000-01-25,42,7.6
2000-01-28,66,17.2
2000-01-31,133,48.5
2000-02-03,54,10.6
2000-02-06,66,17.2
2000-02-09,57,12.3
2000-02-12,74,21.7
2000-02-15,59,13.6
2000-02-18,63,15.8
2000-02-21,62,15.0
2000-02-24,48,8.6
2000-03-01,28,5.1
2000-03-04,54,10.6
2000-03-07,58,12.6
2000-03-10,56,11.6
2000-03-13,54,10.5
2000-03-16,52,9.8
2000-03-19,58,13.0
2000-03-22,55,11.2
2000-03-25,54,10.7
2000-03-28,53,10.0
2000-03-31,68,18.0
2000-04-06,87,28.3
2000-04-07,83,26.4
2000-04-09,36,6.5
2000-04-10,63,15.8
2000-04-12,77,22.9
2000-04-15,64,16.1
2000-04-18,62,15.0
2000-04-21,37,6.6
2000-04-24,52,9.9
2000-04-27,28,5.1
2000-04-30,63,15.5
2000-05-03,52,9.4
2000-05-06,61,14.3
2000-05-09,39,7.0
2000-05-12,44,8.0
2000-05-15,46,8.3
2000-05-18,22,3.9
2000-05-21,28,5.0
2000-05-24,51,9.1
2000-05-30,66,17.3
2000-06-05,24,4.3
2000-06-08,65,16.5
2000-06-11,39,7.1
2000-06-14,26,4.7
2000-06-17,26,4.6
2000-06-20,46,8.3
2000-06-23,58,12.8
2000-06-29,40,7.2
2000-07-02,56,11.6
2000-07-05,74,21.6
2000-07-08,65,16.4
2000-07-11,63,15.7
2000-07-14,58,12.9
2000-07-17,52,9.7
2000-07-23,52,9.8
2000-07-26,82,25.6
2000-07-29,54,10.9
2000-08-01,67,17.7
2000-08-04,67,17.5
2000-08-07,51,9.3
2000-08-10,45,8.1
2000-08-13,71,19.9
2000-08-16,56,11.9
2000-08-19,57,12.5
2000-08-22,63,15.5
2000-08-25,60,13.8
2000-08-28,43,7.8
2000-08-31,52,9.5
2000-09-03,55,11.0
2000-09-06,58,13.0
2000-09-09,58,12.7
2000-09-12,25,4.5
2000-09-15,37,6.7
2000-09-18,55,11.4
2000-09-21,38,6.8
2000-09-24,19,3.5
2000-09-27,37,6.6
2000-09-30,60,13.7
2000-10-03,54,10.7
2000-10-06,26,4.7
2000-10-09,46,8.2
2000-10-12,52,9.5
2000-10-15,65,16.8
2000-10-18,57,12.3
2000-10-21,67,17.8
2000-10-24,58,12.7
2000-10-27,42,7.5
2000-11-02,22,3.9
2000-11-05,28,5.0
2000-11-08,6,1.1
2000-11-11,62,15.0
2000-11-14,53,10.2
2000-11-17,43,7.8
2000-11-20,29,5.3
2000-11-23,75,21.8
2000-11-26,47,8.5
2000-11-29,38,6.8
2000-12-02,63,15.3
2000-12-05,31,5.5
2000-12-08,34,6.1
2000-12-11,35,6.3
2000-12-14,81,25.2
2000-12-17,39,7.1
2000-12-20,47,8.5
2000-12-23,56,11.8
2000-12-26,62,15.1
2000-12-29,46,8.3
2001-01-01,46,8.3
2001-01-04,68,18.3
2001-01-07,31,5.6
2001-01-10,65,16.7
2001-01-13,57,12.5
2001-01-16,61,14.7
2001-01-19,37,6.6
2001-01-22,69,18.5
2001-01-25,57,12.3
2001-01-28,47,8.4
2001-01-31,36,6.4
2001-02-03,58,12.8
2001-02-06,56,11.8
2001-02-09,26,4.7
2001-02-12,67,17.6
2001-02-15,64,16.2
2001-02-18,55,11.1
2001-02-21,60,14.1
2001-03-02,70,19.2
2001-03-05,78,23.6
2001-03-08,56,12.0
2001-03-11,79,23.9
2001-03-14,37,6.6
2001-03-17,51,9.1
2001-03-20,56,11.8
2001-03-23,68,18.0
2001-03-26,56,11.8
2001-03-29,68,18.1
2001-04-01,52,9.8
2001-04-04,87,28.5
2001-04-07,21,3.7
2001-04-10,62,14.8
2001-04-13,69,18.7
2001-04-16,36,6.4
2001-04-19,54,10.6
2001-04-22,55,11.4
2001-04-25,43,7.8
2001-04-28,60,13.9
2001-05-01,58,13.1
2001-05-10,62,14.8
2001-05-13,52,9.4
2001-05-16,57,12.3
2001-05-19,44,7.9
2001-05-22,27,4.9
2001-05-25,32,5.8
2001-05-28,39,7.0
2001-05-31,49,8.9
2001-06-03,34,6.1
2001-06-06,35,6.3
2001-06-09,47,8.5
2001-06-12,61,14.6
2001-06-15,37,6.6
2001-06-18,57,12.3
2001-06-21,28,5.0
2001-06-24,54,10.8
2001-06-27,78,23.4
2001-06-30,58,12.8
2001-07-03,50,9.0
2001-07-06,47,8.5
2001-07-09,54,10.9
2001-07-12,59,13.4
2001-07-15,72,20.6
2001-07-18,56,11.9
2001-07-21,55,11.0
2001-07-24,70,19.2
2001-07-27,57,12.3
2001-07-30,52,9.6
2001-08-02,57,12.5
2001-08-05,71,19.6
2001-08-08,72,20.5
2001-08-11,45,8.1
2001-08-17,49,8.9
2001-08-23,35,6.3
2001-08-26,52,9.8
2001-08-29,29,5.3
2001-09-01,36,6.5
2001-09-04,54,10.8
2001-09-07,43,7.7
2001-09-10,36,6.5
2001-09-13,57,12.4
2001-09-16,81,25.3
2001-09-19,39,7.0
2001-09-22,52,9.6
2001-09-25,21,3.8
2001-09-28,58,12.6
2001-10-01,55,11.2
2001-10-04,62,15.2
2001-10-07,36,6.4
2001-10-10,34,6.1
2001-10-13,23,4.2
2001-10-16,35,6.3
2001-10-19,56,11.7
2001-10-22,55,11.3
2001-10-25,33,5.9
2001-10-28,46,8.3
2001-10-31,57,12.3
2001-11-03,48,8.7
2001-11-06,58,12.8
2001-11-09,52,9.9
2001-11-15,80,24.8
2001-11-18,72,20.4
2001-11-21,34,6.1
2001-11-24,24,4.4
2001-11-27,15,2.7
2001-11-30,62,15.2
2001-12-03,44,8.0
2001-12-06,36,6.4
2001-12-09,28,5.1
2001-12-12,52,9.8
2001-12-15,53,10.3
2001-12-18,31,5.5
2001-12-21,31,5.6
2001-12-24,23,4.2
2001-12-27,31,5.6
2001-12-30,48,8.7
2002-01-02,61,14.5
2002-01-05,51,9.3
2002-01-08,37,6.7
2002-01-11,38,6.8
2002-01-14,34,6.1
2002-01-17,51,9.1
2002-01-20,47,8.4
2002-01-23,53,10.0
2002-01-26,22,4.0
2002-01-29,60,14.1
2002-02-01,53,10.3
2002-02-04,61,14.5
2002-02-07,69,18.9
2002-02-10,26,4.7
2002-02-13,39,7.1
2002-02-16,41,7.4
2002-02-19,61,14.3
2002-02-22,53,10.2
2002-02-25,36,6.4
2002-02-28,50,9.0
2002-03-03,38,6.9
2002-03-06,64,16.2
2002-03-09,33,5.9
2002-03-12,63,15.4
2002-03-15,44,7.9
2002-03-21,52,9.4
2002-03-24,67,17.6
2002-03-27,56,11.8
2002-03-30,45,8.1
2002-04-02,42,7.5
2002-04-08,53,10.2
2002-04-11,61,14.3
2002-04-14,39,7.0
2002-04-17,57,12.4
2002-04-20,60,13.7
2002-04-23,55,11.1
2002-04-26,42,7.5
2002-05-02,26,4.7
2002-05-05,56,12.0
2002-05-08,36,6.4
2002-05-11,65,16.5
2002-05-14,37,6.7
2002-05-17,20,3.6
2002-05-20,37,6.6
2002-05-23,59,13.3
2002-05-26,36,6.5
2002-05-29,34,6.2
2002-06-01,55,11.5
2002-06-04,49,8.8
2002-06-07,48,8.7
2002-06-13,41,7.3
2002-06-22,63,15.3
2002-06-25,62,15.0
2002-07-01,55,11.2
2002-07-04,67,17.8
2002-07-07,96,33.5
2002-07-10,76,22.5
2002-07-13,86,27.9
2002-07-16,64,16.2
2002-07-19,47,8.5
2002-07-22,41,7.4
2002-07-25,44,7.9
2002-07-28,51,9.2
2002-07-31,52,9.4
2002-08-03,63,15.6
2002-08-06,80,24.4
2002-08-09,74,21.5
2002-08-15,53,10.3
2002-08-18,48,8.6
2002-08-21,52,9.6
2002-08-24,29,5.2
2002-08-27,58,13.1
2002-08-30,97,33.6
2002-09-02,73,20.8
2002-09-05,62,15.1
2002-09-08,37,6.7
2002-09-11,28,5.0
2002-09-14,45,8.1
2002-09-17,61,14.5
2002-09-20,27,4.8
2002-09-23,30,5.4
2002-09-26,64,16.2
2002-09-29,65,16.5
2002-10-02,36,6.4
2002-10-05,44,8.0
2002-10-08,39,7.0
2002-10-11,50,9.0
2002-10-14,40,7.2
2002-10-17,32,5.8
2002-10-20,33,6.0
2002-10-23,26,4.7
2002-10-26,44,7.9
2002-10-29,37,6.6
2002-11-01,55,11.3
2002-11-04,54,10.8
2002-11-07,31,5.5
2002-11-10,13,2.4
2002-11-13,21,3.7
2002-11-16,53,10.3
2002-11-19,39,7.0
2002-11-22,44,7.9
2002-11-25,29,5.2
2002-11-28,27,4.8
2002-12-01,27,4.8
2002-12-04,66,17.3
2002-12-07,72,20.6
2002-12-10,70,19.3
2002-12-13,57,12.2
2002-12-16,52,9.4
2002-12-19,24,4.3
2002-12-22,44,8.0
2002-12-25,59,13.4
2002-12-28,57,12.4
2002-12-31,26,4.6
2003-01-03,64,16.3
2003-01-06,54,10.6
2003-01-09,17,3.1
2003-01-12,56,11.8
2003-01-15,58,12.7
2003-01-18,44,7.9
2003-01-21,39,7.0
2003-01-22,42,7.6
2003-01-27,64,16.2
2003-01-30,73,21.0
2003-02-02,53,10.1
2003-02-05,53,10.2
2003-02-08,60,13.8
2003-02-11,49,8.9
2003-02-14,51,9.1
2003-02-20,42,7.5
2003-02-23,55,11.2
2003-02-26,63,15.5
2003-03-01,82,25.6
2003-03-04,58,12.9
2003-03-07,72,20.6
2003-03-10,116,41.6
2003-03-16,72,20.3
2003-03-19,38,6.8
2003-03-22,44,8.0
2003-03-25,36,6.4
2003-03-28,32,5.7
2003-03-31,46,8.3
2003-04-03,52,9.4
2003-04-06,61,14.6
2003-04-09,88,29.0
2003-04-12,60,14.0
2003-04-15,53,10.3
2003-04-18,57,12.2
2003-04-21,27,4.9
2003-04-27,62,15.0
2003-04-30,61,14.4
2003-05-03,56,11.8
2003-05-06,33,6.0
2003-05-09,48,8.7
2003-05-12,40,7.2
2003-05-15,39,7.0
2003-05-18,72,20.2
2003-05-21,48,8.7
2003-05-24,55,11.1
2003-05-27,60,13.7
2003-05-30,54,10.9
2003-06-02,47,8.5
2003-06-05,59,13.2
2003-06-08,25,4.5
2003-06-14,54,10.9
2003-06-17,63,15.8
2003-06-20,79,24.3
2003-06-23,62,15.1
2003-06-26,32,5.8
2003-06-29,46,8.3
2003-07-02,69,18.8
2003-07-05,66,17.0
2003-07-08,54,10.5
2003-07-11,54,10.8
2003-07-14,57,12.2
2003-07-17,47,8.5
2003-07-20,61,14.7
2003-07-23,29,5.3
2003-07-26,66,16.9
2003-07-29,57,12.3
2003-08-01,55,11.0
2003-08-04,60,13.7
2003-08-07,59,13.4
2003-08-13,65,16.7
2003-08-16,52,9.5
2003-08-19,63,15.7
2003-08-22,56,11.6
2003-08-25,70,19.5
2003-08-28,52,9.8
2003-08-31,18,3.2
2003-09-03,54,10.9
2003-09-06,43,7.8
2003-09-09,78,23.7
2003-09-12,32,5.7
2003-09-15,27,4.8
2003-09-18,36,6.5
2003-09-21,43,7.8
2003-09-24,50,9.0
2003-09-27,16,2.8
2003-09-30,26,4.7
2003-10-03,66,17.2
2003-10-06,57,12.5
2003-10-09,36,6.5
2003-10-12,29,5.3
2003-10-15,28,5.0
2003-10-18,47,8.4
2003-10-21,55,11.3
2003-10-24,42,7.5
2003-10-30,53,10.3
2003-11-02,56,11.8
2003-11-05,59,13.3
2003-11-08,55,11.2
2003-11-11,68,18.1
2003-11-14,44,8.0
2003-11-17,56,12.0
2003-11-20,21,3.8
2003-11-23,29,5.3
2003-11-26,57,12.2
2003-11-29,22,3.9
2003-12-02,30,5.4
2003-12-05,29,5.2
2003-12-08,55,11.5
2003-12-11,53,10.3
2003-12-15,54,10.8
2003-12-17,40,7.2
2003-12-20,32,5.8
2003-12-23,33,6.0
2003-12-27,38,6.8
2003-12-30,19,3.5
2004-01-01,54,10.5
2004-01-04,47,8.5
2004-01-10,82,25.5
2004-01-13,60,13.7
2004-01-16,60,14.0
2004-01-22,51,9.3
2004-01-25,48,8.7
2004-01-28,69,18.9
2004-02-03,74,21.3
2004-02-06,61,14.7
2004-02-09,53,10.3
2004-02-12,38,6.9
2004-02-15,74,21.6
2004-02-18,79,24.3
2004-02-21,26,4.6
2004-02-24,62,14.9
2004-02-27,63,15.3
2004-03-01,32,5.8
2004-03-04,28,5.1
2004-03-07,18,3.3
2004-03-10,34,6.2
2004-03-13,72,20.4
2004-03-16,53,10.2
2004-03-19,60,13.9
2004-03-22,53,10.3
2004-03-25,58,12.8
2004-03-28,21,3.7
2004-03-31,64,16.3
2004-04-03,83,26.1
2004-04-06,70,19.4
2004-04-09,59,13.6
2004-04-12,63,15.7
2004-04-15,49,8.9
2004-04-18,53,10.2
2004-04-21,29,5.3
2004-04-30,44,8.0
2004-05-03,33,6.0
2004-05-06,53,10.1
2004-05-09,53,10.0
2004-05-12,53,10.1
2004-05-15,32,5.7
2004-05-18,53,10.2
2004-05-21,49,8.9
2004-05-24,56,11.9
2004-05-27,53,10.0
2004-06-02,33,6.0
2004-06-05,58,13.0
2004-06-08,34,6.2
2004-06-11,59,13.5
2004-06-17,51,9.2
2004-06-23,37,6.6
2004-06-26,33,5.9
2004-06-29,53,10.0
2004-07-02,25,4.5
2004-07-05,53,10.0
2004-07-08,52,9.5
2004-07-11,52,9.5
2004-07-14,54,10.9
2004-07-17,50,9.0
2004-07-20,57,12.1
2004-07-23,38,6.9
2004-07-26,62,14.8
2004-07-29,61,14.4
2004-08-01,58,13.1
2004-08-04,52,9.6
2004-08-07,58,12.9
2004-08-10,29,5.3
2004-08-13,41,7.4
2004-08-16,66,17.1
2004-08-19,51,9.3
2004-08-22,53,10.2
2004-08-25,52,9.5
2004-08-28,25,4.5
2004-08-31,55,11.0
2004-09-03,80,24.8
2004-09-06,23,4.1
2004-09-09,46,8.2
2004-09-12,73,20.8
2004-09-15,31,5.6
2004-09-18,71,19.9
