date,aqi,value
2015-01-07,41,7.4
2015-01-08,27,4.9
2015-01-09,28,5.0
2015-01-10,37,6.7
2015-01-11,12,2.1
2015-01-12,26,4.6
2015-01-13,14,2.5
2015-01-14,28,5.0
2015-01-15,40,7.2
2015-01-16,23,4.1
2015-01-17,27,4.8
2015-01-18,42,7.6
2015-01-19,45,8.1
2015-01-20,34,6.1
2015-01-21,31,5.6
2015-01-23,23,4.2
2015-01-24,25,4.5
2015-01-25,41,7.3
2015-01-26,25,4.5
2015-01-27,19,3.4
2015-01-28,28,5.1
2015-01-29,35,6.3
2015-01-30,39,7.0
2015-01-31,33,6.0
2015-02-01,25,4.5
2015-02-02,29,5.2
2015-02-03,24,4.3
2015-02-04,29,5.2
2015-02-05,22,4.0
2015-02-06,29,5.3
2015-02-07,17,3.0
2015-02-08,17,3.1
2015-02-09,31,5.5
2015-02-10,26,4.6
2015-02-11,39,7.0
2015-02-12,23,4.1
2015-02-13,53,10.3
2015-02-14,58,13.1
2015-02-15,56,11.9
2015-02-16,53,10.2
2015-02-17,49,8.8
2015-02-18,20,3.6
2015-02-19,19,3.5
2015-02-20,23,4.2
2015-02-21,24,4.4
2015-02-22,27,4.8
2015-02-23,27,4.8
2015-02-24,28,5.0
2015-02-25,34,6.1
2015-02-26,44,8.0
2015-02-27,22,4.0
2015-02-28,35,6.3
2015-03-01,30,5.4
2015-03-02,21,3.8
2015-03-03,18,3.3
2015-03-04,19,3.5
2015-03-05,26,4.7
2015-03-06,24,4.4
2015-03-07,19,3.5
2015-03-08,22,4.0
2015-03-09,20,3.6
2015-03-10,23,4.2
2015-03-11,39,7.1
2015-03-12,23,4.2
2015-03-13,15,2.7
2015-03-14,20,3.6
2015-03-15,24,4.3
2015-03-16,34,6.1
2015-03-17,41,7.4
2015-03-18,55,11.3
2015-03-19,56,12.0
2015-03-20,58,13.0
2015-03-21,62,14.9
2015-03-22,56,11.9
2015-03-23,58,12.6
2015-03-24,37,6.6
2015-03-25,33,5.9
2015-03-26,54,10.9
2015-03-27,54,10.7
2015-03-28,28,5.1
2015-03-29,28,5.0
2015-03-30,29,5.3
2015-03-31,45,8.1
2015-04-01,43,7.7
2015-04-02,38,6.9
2015-04-03,27,4.8
2015-04-04,25,4.5
2015-04-05,34,6.2
2015-04-06,23,4.2
2015-04-07,30,5.4
2015-04-08,35,6.3
2015-04-09,47,8.5
2015-04-10,34,6.2
2015-04-11,37,6.7
2015-04-12,34,6.1
2015-04-13,36,6.5
2015-04-14,28,5.0
2015-04-15,27,4.8
2015-04-16,25,4.5
2015-04-17,28,5.0
2015-04-18,37,6.6
2015-04-19,47,8.5
2015-04-20,55,11.5
2015-04-21,51,9.2
2015-04-22,38,6.8
2015-04-23,36,6.4
2015-04-24,46,8.2
2015-04-25,56,11.8
2015-04-26,72,20.5
2015-04-27,61,14.5
2015-04-28,51,9.1
2015-04-29,39,7.1
2015-04-30,37,6.6
2015-05-01,46,8.2
2015-05-02,39,7.1
2015-05-03,24,4.3
2015-05-04,21,3.7
2015-05-05,21,3.8
2015-05-06,13,2.4
2015-05-07,23,4.1
2015-05-08,29,5.2
2015-05-09,54,10.7
2015-05-10,76,22.3
2015-05-11,43,7.7
2015-05-12,36,6.5
2015-05-13,40,7.2
2015-05-14,31,5.6
2015-05-15,26,4.7
2015-05-16,19,3.5
2015-05-17,31,5.6
2015-05-18,35,6.3
2015-05-20,27,4.8
2015-05-21,55,11.4
2015-05-22,63,15.5
2015-05-23,52,9.4
2015-05-24,33,6.0
2015-05-25,48,8.7
2015-05-26,28,5.0
2015-05-28,37,6.6
2015-05-29,27,4.8
2015-05-30,22,3.9
2015-05-31,21,3.7
2015-06-01,26,4.6
2015-06-02,26,4.6
2015-06-03,19,3.5
2015-06-04,33,6.0
2015-06-05,26,4.6
2015-06-06,15,2.7
2015-06-07,25,4.5
2015-06-08,26,4.6
2015-06-09,23,4.2
2015-06-10,32,5.8
2015-06-11,57,12.3
2015-06-12,57,12.3
2015-06-13,52,9.7
2015-06-14,28,5.1
2015-06-15,34,6.1
2015-06-16,51,9.2
2015-06-17,34,6.2
2015-06-18,37,6.6
2015-06-19,21,3.8
2015-06-20,24,4.3
2015-06-21,19,3.5
2015-06-22,36,6.4
2015-06-23,36,6.5
