date,aqi,daily_max
2012-02-16,42,0.045
2012-02-17,43,0.046
2012-02-18,40,0.043
2012-02-19,37,0.04
2012-02-20,40,0.043
2012-02-21,39,0.042
2012-02-22,37,0.04
2012-02-23,41,0.044
2012-02-24,41,0.044
2012-02-25,43,0.046
2012-02-26,37,0.04
2012-02-27,37,0.04
2012-02-28,43,0.046
2012-02-29,46,0.05
2012-03-01,43,0.046
2012-03-02,41,0.044
2012-03-03,42,0.045
2012-03-04,40,0.043
2012-03-05,44,0.047
2012-03-06,50,0.054
2012-03-07,31,0.034
2012-03-08,46,0.05
2012-03-09,49,0.053
2012-03-10,48,0.052
2012-03-11,51,0.055
2012-03-12,50,0.054
2012-03-13,48,0.052
2012-03-14,51,0.055
2012-03-15,46,0.05
2012-03-16,45,0.049
2012-03-17,58,0.057
2012-03-18,47,0.051
2012-03-19,47,0.051
2012-03-20,44,0.047
2012-03-21,46,0.05
2012-03-22,45,0.049
2012-03-23,49,0.053
2012-03-24,43,0.046
2012-03-25,46,0.05
2012-03-26,77,0.063
2012-03-27,64,0.059
2012-03-28,54,0.056
2012-03-29,67,0.06
2012-03-30,45,0.049
2012-03-31,44,0.048
2012-04-01,50,0.054
2012-04-02,43,0.046
2012-04-03,47,0.051
2012-04-04,50,0.054
2012-04-05,58,0.057
2012-04-06,93,0.068
2012-04-07,64,0.059
2012-04-08,67,0.06
2012-04-09,51,0.055
2012-04-10,64,0.059
2012-04-11,31,0.033
2012-04-12,74,0.062
2012-04-13,64,0.059
2012-04-14,84,0.065
2012-04-15,44,0.048
2012-04-16,50,0.054
2012-04-17,48,0.052
2012-04-18,48,0.052
2012-04-19,51,0.055
2012-04-20,44,0.047
2012-04-21,44,0.047
2012-04-22,48,0.052
2012-04-23,58,0.057
2012-04-24,64,0.059
2012-04-25,64,0.059
2012-04-26,51,0.055
2012-04-27,67,0.06
2012-04-28,54,0.056
2012-04-29,67,0.06
2012-04-30,80,0.064
2012-05-01,51,0.055
2012-05-02,61,0.058
2012-05-03,71,0.061
2012-05-04,77,0.063
2012-05-05,50,0.054
2012-05-06,61,0.058
2012-05-07,40,0.043
2012-05-08,58,0.057
2012-05-09,49,0.053
2012-05-10,49,0.053
2012-05-11,47,0.051
2012-05-12,38,0.041
2012-05-13,61,0.058
2012-05-14,67,0.06
2012-05-15,74,0.062
2012-05-16,67,0.06
2012-05-17,77,0.063
2012-05-18,77,0.063
2012-05-19,50,0.054
2012-05-20,58,0.057
2012-05-21,44,0.048
2012-05-22,61,0.058
2012-05-23,67,0.06
2012-05-24,74,0.062
2012-05-25,50,0.054
2012-05-26,71,0.061
2012-05-27,84,0.065
2012-05-28,77,0.063
2012-05-29,64,0.059
2012-05-30,42,0.045
2012-05-31,48,0.052
2012-06-01,42,0.045
2012-06-02,41,0.044
2012-06-03,42,0.045
2012-06-04,50,0.054
2012-06-05,49,0.053
2012-06-06,61,0.058
2012-06-07,46,0.05
2012-06-08,71,0.061
2012-06-09,47,0.051
2012-06-10,49,0.053
2012-06-11,54,0.056
2012-06-12,47,0.051
2012-06-13,67,0.06
2012-06-14,49,0.053
2012-06-15,67,0.06
2012-06-16,71,0.061
2012-06-17,84,0.065
2012-06-18,50,0.054
2012-06-19,67,0.06
2012-06-20,49,0.053
2012-06-21,74,0.062
2012-06-22,84,0.065
2012-06-23,58,0.057
2012-06-24,48,0.052
2012-06-25,93,0.068
2012-06-26,51,0.055
2012-06-27,43,0.046
2012-06-28,58,0.057
2012-06-29,49,0.053
2012-06-30,84,0.065
2012-07-01,67,0.06
2012-07-02,74,0.062
2012-07-03,74,0.062
2012-07-04,90,0.067
2012-07-05,77,0.063
2012-07-06,51,0.055
2012-07-07,54,0.056
2012-07-08,45,0.049
2012-07-09,64,0.059
2012-07-10,80,0.064
2012-07-11,108,0.073
2012-07-12,80,0.064
2012-07-13,97,0.069
2012-07-14,90,0.067
2012-07-15,74,0.062
2012-07-16,64,0.059
2012-07-17,47,0.051
2012-07-18,61,0.058
2012-07-19,80,0.064
2012-07-20,80,0.064
2012-07-21,80,0.064
2012-07-22,67,0.06
2012-07-23,87,0.066
2012-07-24,67,0.06
2012-07-25,47,0.051
2012-07-26,71,0.061
2012-07-27,77,0.063
2012-07-28,61,0.058
2012-07-29,64,0.059
2012-07-30,71,0.061
2012-07-31,51,0.055
2012-08-01,50,0.054
2012-08-02,51,0.055
2012-08-03,50,0.054
2012-08-04,49,0.053
2012-08-05,84,0.065
2012-08-06,49,0.053
2012-08-07,58,0.057
2012-08-08,67,0.06
2012-08-09,77,0.063
2012-08-10,101,0.071
2012-08-11,61,0.058
2012-08-12,61,0.058
2012-08-13,54,0.056
2012-08-14,67,0.06
2012-08-15,48,0.052
2012-08-16,35,0.038
2012-08-17,58,0.057
2012-08-18,58,0.057
2012-08-19,61,0.058
2012-08-20,58,0.057
2012-08-21,87,0.066
2012-08-22,61,0.058
2012-08-23,64,0.059
2012-08-24,58,0.057
2012-08-25,49,0.053
2012-08-26,71,0.061
2012-08-27,74,0.062
2012-08-28,48,0.052
2012-08-29,50,0.054
2012-08-30,64,0.059
2012-08-31,77,0.063
2012-09-01,64,0.059
2012-09-02,44,0.048
2012-09-03,48,0.052
2012-09-04,54,0.056
2012-09-05,58,0.057
2012-09-06,46,0.05
2012-09-07,44,0.048
2012-09-08,61,0.058
2012-09-09,90,0.067
2012-09-10,58,0.057
2012-09-11,44,0.047
2012-09-12,34,0.037
2012-09-13,45,0.049
2012-09-14,46,0.05
2012-09-15,39,0.042
2012-09-16,47,0.051
2012-09-17,39,0.042
2012-09-18,43,0.046
2012-09-19,44,0.048
2012-09-20,44,0.047
2012-09-21,43,0.046
2012-09-22,48,0.052
2012-09-23,67,0.06
2012-09-24,43,0.046
2012-09-25,41,0.044
2012-09-26,42,0.045
2012-09-27,38,0.041
2012-09-28,48,0.052
2012-09-29,49,0.053
2012-09-30,44,0.047
2012-10-01,43,0.046
2012-10-02,39,0.042
2012-10-03,36,0.039
2012-10-04,26,0.028
2012-10-05,23,0.025
2012-10-06,31,0.034
2012-10-07,43,0.046
2012-10-08,41,0.044
2012-10-09,26,0.028
2012-10-10,37,0.04
2012-10-11,30,0.032
2012-10-12,32,0.035
2012-10-13,34,0.037
2012-10-14,37,0.04
2012-10-15,45,0.049
2012-10-16,37,0.04
2012-10-17,41,0.044
2012-10-18,44,0.048
2012-10-19,32,0.035
2012-10-20,35,0.038
2012-10-21,32,0.035
2012-10-22,41,0.044
2012-10-23,42,0.045
2012-10-24,31,0.033
2012-10-25,31,0.034
2012-10-26,31,0.034
2012-10-27,38,0.041
2012-10-28,34,0.037
2012-10-29,32,0.035
2012-10-30,34,0.037
2012-10-31,35,0.038
2012-11-01,35,0.038
2012-11-02,38,0.041
2012-11-03,40,0.043
2012-11-04,38,0.041
2012-11-05,37,0.04
2012-11-06,39,0.042
2012-11-07,44,0.047
2012-11-08,32,0.035
2012-11-09,34,0.037
2012-11-10,16,0.017
2012-11-11,33,0.036
2012-11-12,40,0.043
2012-11-13,41,0.044
2012-11-14,40,0.043
2012-11-15,36,0.039
2012-11-16,33,0.036
2012-11-17,37,0.04
2012-11-18,37,0.04
2012-11-19,34,0.037
2012-11-20,38,0.041
2012-11-21,40,0.043
2012-11-22,42,0.045
2012-11-23,42,0.045
2012-11-24,41,0.044
2012-11-25,38,0.041
2012-11-26,28,0.03
2012-11-27,44,0.047
2012-11-28,39,0.042
2012-11-29,39,0.042
2012-11-30,36,0.039
2012-12-01,38,0.041
2012-12-02,39,0.042
2012-12-03,41,0.044
2012-12-04,39,0.042
2012-12-05,40,0.043
2012-12-06,28,0.03
2012-12-07,40,0.043
2012-12-08,38,0.041
2012-12-09,36,0.039
2012-12-10,37,0.04
2012-12-11,37,0.04
2012-12-12,40,0.043
2012-12-13,25,0.027
2012-12-14,31,0.033
2012-12-15,28,0.03
2012-12-16,38,0.041
2012-12-17,36,0.039
2012-12-18,40,0.043
2012-12-19,38,0.041
2012-12-20,41,0.044
2012-12-21,43,0.046
2012-12-22,42,0.045
2012-12-23,41,0.044
2012-12-24,31,0.033
2012-12-25,25,0.027
2012-12-26,31,0.033
2012-12-27,36,0.039
2012-12-28,39,0.042
2012-12-29,44,0.047
2012-12-30,42,0.045
2012-12-31,32,0.035
2013-01-01,41,0.044
2013-01-02,40,0.043
2013-01-03,42,0.045
2013-01-04,41,0.044
2013-01-05,44,0.048
2013-01-06,39,0.042
2013-01-07,42,0.045
2013-01-08,41,0.044
2013-01-09,34,0.037
2013-01-10,24,0.026
2013-01-11,26,0.028
2013-01-12,34,0.037
2013-01-13,37,0.04
2013-01-14,34,0.037
2013-01-15,38,0.041
2013-01-16,36,0.039
2013-01-17,38,0.041
2013-01-18,42,0.045
2013-01-19,42,0.045
2013-01-20,37,0.04
2013-01-21,40,0.043
2013-01-22,38,0.041
2013-01-23,39,0.042
2013-01-24,39,0.042
2013-01-25,32,0.035
2013-01-26,32,0.035
2013-01-27,37,0.04
2013-01-28,32,0.035
2013-01-29,37,0.04
2013-01-30,39,0.042
2013-01-31,38,0.041
2013-02-01,41,0.044
2013-02-02,44,0.047
2013-02-03,46,0.05
2013-02-04,44,0.048
2013-02-05,36,0.039
2013-02-06,41,0.044
2013-02-07,40,0.043
2013-02-08,39,0.042
2013-02-09,38,0.041
2013-02-10,39,0.042
2013-02-11,40,0.043
2013-02-12,45,0.049
2013-02-13,42,0.045
2013-02-14,41,0.044
2013-02-15,43,0.046
2013-02-16,42,0.045
2013-02-17,44,0.047
2013-02-18,41,0.044
2013-02-19,35,0.038
2013-02-20,26,0.028
2013-02-21,31,0.033
2013-02-22,41,0.044
2013-02-23,41,0.044
2013-02-24,41,0.044
2013-02-25,43,0.046
2013-02-26,41,0.044
2013-02-27,44,0.048
2013-02-28,48,0.052
2013-03-01,40,0.043
2013-03-02,39,0.042
2013-03-03,41,0.044
2013-03-04,42,0.045
2013-03-05,43,0.046
2013-03-06,33,0.036
2013-03-07,30,0.032
2013-03-08,46,0.05
2013-03-09,40,0.043
2013-03-10,46,0.05
2013-03-11,44,0.047
2013-03-12,44,0.047
2013-03-13,40,0.043
2013-03-14,41,0.044
2013-03-15,44,0.048
2013-03-16,40,0.043
2013-03-17,50,0.054
2013-03-18,47,0.051
2013-03-19,47,0.051
2013-03-20,41,0.044
2013-03-21,48,0.052
2013-03-22,50,0.054
2013-03-23,44,0.047
2013-03-24,44,0.047
2013-03-25,47,0.051
2013-03-26,47,0.051
2013-03-27,49,0.053
2013-03-28,44,0.047
2013-03-29,32,0.035
2013-03-30,33,0.036
2013-03-31,31,0.034
2013-04-01,38,0.041
2013-04-02,41,0.044
2013-04-03,12,0.013
2013-04-04,,0.049
2013-04-05,45,0.049
2013-04-06,47,0.051
2013-04-07,46,0.05
2013-04-08,41,0.044
2013-04-09,44,0.048
2013-04-10,74,0.062
2013-04-11,38,0.041
2013-04-12,42,0.045
2013-04-13,45,0.049
2013-04-14,45,0.049
2013-04-15,49,0.053
2013-04-16,40,0.043
2013-04-17,44,0.048
2013-04-18,49,0.053
2013-04-19,48,0.052
2013-04-20,40,0.043
2013-04-21,48,0.052
2013-04-22,42,0.045
2013-04-23,46,0.05
2013-04-24,50,0.054
2013-04-25,64,0.059
2013-04-26,58,0.057
2013-04-27,61,0.058
2013-04-28,44,0.048
2013-04-29,46,0.05
2013-04-30,41,0.044
2013-05-01,44,0.047
2013-05-02,58,0.057
2013-05-03,67,0.06
2013-05-04,49,0.053
2013-05-05,49,0.053
2013-05-06,54,0.056
2013-05-07,51,0.055
2013-05-08,51,0.055
2013-05-09,54,0.056
2013-05-10,64,0.059
2013-05-11,49,0.053
2013-05-12,51,0.055
2013-05-13,49,0.053
2013-05-14,51,0.055
2013-05-15,50,0.054
2013-05-16,54,0.056
2013-05-17,97,0.069
2013-05-18,74,0.062
2013-05-19,44,0.047
2013-05-20,45,0.049
2013-05-21,58,0.057
2013-05-22,58,0.057
2013-05-23,38,0.041
2013-05-24,61,0.058
2013-05-25,71,0.061
2013-05-26,49,0.053
2013-05-27,67,0.06
2013-05-28,80,0.064
2013-05-29,80,0.064
2013-05-30,58,0.057
2013-05-31,48,0.052
2013-06-01,48,0.052
2013-06-02,80,0.064
2013-06-03,48,0.052
2013-06-04,46,0.05
2013-06-05,47,0.051
2013-06-06,30,0.032
2013-06-07,67,0.06
2013-06-08,48,0.052
2013-06-09,87,0.066
2013-06-10,44,0.048
2013-06-11,54,0.056
2013-06-12,67,0.06
2013-06-13,64,0.059
2013-06-14,54,0.056
2013-06-15,58,0.057
2013-06-16,64,0.059
2013-06-17,67,0.06
2013-06-18,90,0.067
2013-06-19,74,0.062
2013-06-20,58,0.057
2013-06-21,80,0.064
2013-06-22,58,0.057
2013-06-23,77,0.063
2013-06-24,58,0.057
2013-06-25,37,0.04
2013-06-26,43,0.046
2013-06-27,44,0.047
2013-06-28,51,0.055
2013-06-29,40,0.043
2013-06-30,44,0.048
2013-07-01,51,0.055
2013-07-02,74,0.062
2013-07-03,71,0.061
2013-07-04,45,0.049
2013-07-05,46,0.05
2013-07-06,58,0.057
2013-07-07,80,0.064
2013-07-08,64,0.059
2013-07-09,58,0.057
2013-07-10,97,0.069
2013-07-11,105,0.072
2013-07-12,74,0.062
2013-07-13,58,0.057
2013-07-14,47,0.051
2013-07-15,80,0.064
2013-07-16,87,0.066
2013-07-17,97,0.069
2013-07-18,101,0.071
2013-07-19,50,0.054
2013-07-20,71,0.061
2013-07-21,74,0.062
2013-07-22,80,0.064
2013-07-23,71,0.061
2013-07-24,67,0.06
2013-07-25,54,0.056
2013-07-26,50,0.054
2013-07-27,40,0.043
2013-07-28,41,0.044
2013-07-29,44,0.047
2013-07-30,49,0.053
2013-07-31,54,0.056
2013-08-01,47,0.051
2013-08-02,49,0.053
2013-08-03,42,0.045
2013-08-04,51,0.055
2013-08-05,47,0.051
2013-08-06,54,0.056
2013-08-07,51,0.055
2013-08-08,50,0.054
2013-08-09,67,0.06
2013-08-10,49,0.053
2013-08-11,47,0.051
2013-08-12,49,0.053
2013-08-13,58,0.057
2013-08-14,50,0.054
2013-08-15,67,0.06
2013-08-16,87,0.066
2013-08-17,115,0.075
2013-08-18,50,0.054
2013-08-19,71,0.061
2013-08-20,71,0.061
2013-08-21,50,0.054
2013-08-22,67,0.06
2013-08-23,84,0.065
2013-08-24,58,0.057
2013-08-25,58,0.057
2013-08-26,36,0.039
2013-08-27,47,0.051
2013-08-28,80,0.064
2013-08-29,49,0.053
2013-08-30,74,0.062
2013-08-31,48,0.052
2013-09-01,50,0.054
2013-09-02,61,0.058
2013-09-03,46,0.05
2013-09-04,61,0.058
2013-09-05,61,0.058
2013-09-06,49,0.053
2013-09-07,77,0.063
2013-09-08,64,0.059
2013-09-09,38,0.041
2013-09-10,38,0.041
2013-09-11,35,0.038
2013-09-12,39,0.042
2013-09-13,33,0.036
2013-09-14,41,0.044
2013-09-15,33,0.036
2013-09-16,34,0.037
2013-09-17,50,0.054
2013-09-18,37,0.04
2013-09-19,43,0.046
2013-09-20,58,0.057
2013-09-21,51,0.055
2013-09-22,41,0.044
2013-09-23,35,0.038
2013-09-24,45,0.049
2013-09-25,54,0.056
2013-09-26,44,0.047
2013-09-27,28,0.03
2013-09-28,34,0.037
2013-09-29,43,0.046
2013-09-30,32,0.035
2013-10-01,41,0.044
2013-10-02,35,0.038
2013-10-03,33,0.036
2013-10-04,34,0.037
2013-10-05,45,0.049
2013-10-06,36,0.039
2013-10-07,42,0.045
2013-10-08,32,0.035
2013-10-09,37,0.04
2013-10-10,36,0.039
2013-10-11,32,0.035
2013-10-12,36,0.039
2013-10-13,36,0.039
2013-10-14,30,0.032
2013-10-15,34,0.037
2013-10-16,42,0.045
2013-10-17,31,0.034
2013-10-18,38,0.041
2013-10-19,39,0.042
2013-10-20,37,0.04
2013-10-21,39,0.042
2013-10-22,33,0.036
2013-10-23,33,0.036
2013-10-24,31,0.034
2013-10-25,38,0.041
2013-10-26,37,0.04
2013-10-27,44,0.047
2013-10-28,19,0.021
2013-10-29,15,0.016
2013-10-30,42,0.045
2013-10-31,35,0.038
2013-11-01,35,0.038
2013-11-02,37,0.04
2013-11-03,42,0.045
2013-11-04,33,0.036
2013-11-05,33,0.036
2013-11-06,38,0.041
2013-11-07,29,0.031
2013-11-08,39,0.042
2013-11-09,36,0.039
2013-11-10,39,0.042
2013-11-11,22,0.024
2013-11-12,38,0.041
2013-11-13,42,0.045
2013-11-14,32,0.035
2013-11-15,41,0.044
2013-11-16,44,0.047
2013-11-17,42,0.045
2013-11-18,44,0.047
2013-11-19,41,0.044
2013-11-20,19,0.02
2013-11-21,35,0.038
2013-11-22,38,0.041
2013-11-23,37,0.04
2013-11-24,37,0.04
2013-11-25,35,0.038
2013-11-26,39,0.042
2013-11-27,34,0.037
2013-11-28,29,0.031
2013-11-29,37,0.04
2013-11-30,37,0.04
2013-12-01,40,0.043
2013-12-02,37,0.04
2013-12-03,24,0.026
2013-12-04,31,0.033
2013-12-05,29,0.031
2013-12-06,24,0.026
2013-12-07,24,0.026
2013-12-08,37,0.04
2013-12-09,41,0.044
2013-12-10,40,0.043
2013-12-11,43,0.046
2013-12-12,40,0.043
2013-12-13,40,0.043
2013-12-14,39,0.042
